location,km,annee,marque,model,date,price,carburant,puissance,boite,cylindre,region,city
"Sfax, Sfax",11222.0,1990.0,Peugeot,305,20 février 2021,3000.0,Diesel,7.0,Gris,Compacte,Sfax,Sfax
"Tunis, Autres villes",550000.0,1992.0,Citroen,BX,15 février 2021,3500.0,Essence,5.0,Rouge,Autres,Tunis,Autres villes
"Tunis, Carthage",139000.0,2010.0,Kia,Rio,10 mars 2021,24000.0,Essence,6.0,Gris,Compacte,Tunis,Carthage
"Tunis, Autres villes",320000.0,2016.0,Citroen,Berlingo,9 mars 2021,30000.0,Diesel,5.0,Autre,Utilitaire,Tunis,Autres villes
"Béja, Goubellat",250.0,2002.0,Audi,A4,11 mars 2021,19500.0,Diesel,6.0,Gris,Berline,Béja,Goubellat
"Nabeul, Nabeul",134000.0,2015.0,Kia,Rio,23 février 2021,28000.0,Essence,5.0,Noir,Autres,Nabeul,Nabeul
"Tunis, Autres villes",180000.0,2009.0,Ford,Fiesta,7 février 2021,24000.0,Diesel,4.0,Avec kilométrage,Manuelle,Tunis,Autres villes
"Mahdia, Autres villes",0.0,1985.0,Peugeot,404,22 février 2021,4500.0,Diesel,8.0,Autre,Autres,Mahdia,Autres villes
"Mahdia, Autres villes",280000.0,1999.0,Opel,Corsa,15 février 2021,10500.0,Essence,4.0,Blanc,Berline,Mahdia,Autres villes
"Le kef, Djerissa",200000.0,2005.0,Renault,Clio,27 février 2021,16000.0,Essence,5.0,Noir,Compacte,Le kef,Djerissa
"Tunis, Autres villes",84000.0,2017.0,Fiat,500C,23 février 2021,36000.0,Essence,200.0,Rouge,Manuelle,Tunis,Autres villes
"Ariana, Ariana",210.0,2005.0,BMW,Serie 3,12 mars 2021,25000.0,Essence,7.0,Gris,Berline,Ariana,Ariana
"Tunis, Autres villes",298000.0,2013.0,Mercedes-Benz,Classe A,11 mars 2021,53400.0,Diesel,6.0,Beige,Compacte,Tunis,Autres villes
"Tunis, Autres villes",500000.0,1986.0,AC,Cobra,12 février 2021,2500.0,Essence,4.0,Blanc,Autres,Tunis,Autres villes
"Tunis, Autres villes",250.0,2005.0,Ford,Fiesta,22 février 2021,15500.0,Essence,5.0,Noir,Compacte,Tunis,Autres villes
"Sousse, Sousse",260000.0,2007.0,Peugeot,407,20 février 2021,24600.0,Diesel,9.0,Noir,Berline,Sousse,Sousse
"Sousse, Autres villes",67000.0,2017.0,Citroen,C3,8 mars 2021,38000.0,Essence,4.0,Noir,Compacte,Sousse,Autres villes
"Tunis, Autres villes",1234.0,2004.0,Volkswagen,Golf 5,7 mars 2021,25000.0,Essence,5.0,Noir,Compacte,Tunis,Autres villes
"Gabès, Autres villes",173000.0,2009.0,Fiat,Ducato,9 février 2021,27000.0,Diesel,8.0,Blanc,Utilitaire,Gabès,Autres villes
"Ariana, Autres villes",87000.0,2012.0,Citroen,C1,7 mars 2021,26000.0,Essence,4.0,Noir,Compacte,Ariana,Autres villes
"Nabeul, Autres villes",407000.0,1997.0,Opel,Corsa,3 mars 2021,11500.0,Essence,4.0,Bleu,Avec kilométrage,Nabeul,Autres villes
"Bizerte, Bizerte",155.0,2016.0,Dacia,Dokker,22 février 2021,27000.0,Diesel,6.0,Blanc,Utilitaire,Bizerte,Bizerte
"Sousse, Sidi Bou Ali",258.0,1996.0,Opel,Corsa,13 mars 2021,8500.0,Essence,4.0,Vert,Autres,Sousse,Sidi Bou Ali
"Ben arous, El Mourouj",350000.0,1995.0,Opel,Corsa,12 février 2021,12000.0,Essence,4.0,Vert,Manuelle,Ben arous,El Mourouj
"Tunis, Autres villes",200000.0,2012.0,Kia,Rio,23 février 2021,27000.0,Essence,5.0,Noir,Berline,Tunis,Autres villes
"Tunis, Autres villes",163000.0,2010.0,Volkswagen,Polo,7 février 2021,28500.0,Essence,5.0,Gris,Avec kilométrage,Tunis,Autres villes
"Ben arous, Ben arous",217351.0,2004.0,Fiat,Palio,19 février 2021,12500.0,Essence,4.0,Bleu,Autres,Ben arous,Ben arous
"Tunis, La Marsa",100000.0,2007.0,Peugeot,Partner,8 février 2021,15500.0,Diesel,5.0,Blanc,Avec kilométrage,Tunis,La Marsa
"Bizerte, Bizerte",48000.0,2018.0,Ford,Focus,10 mars 2021,59000.0,Essence,7.0,Gris,Compacte,Bizerte,Bizerte
"Kairouan, Autres villes",20000.0,2003.0,Peugeot,Partner,12 mars 2021,9000.0,Diesel,7.0,Blanc,Berline,Kairouan,Autres villes
"Nabeul, Hammamet",190000.0,2006.0,Chevrolet,Aveo,25 février 2021,16500.0,Essence,5.0,Gris,Compacte,Nabeul,Hammamet
"Jendouba, Autres villes",140000.0,2011.0,Renault,Clio,25 février 2021,24500.0,Essence,4.0,Gris,Avec kilométrage,Jendouba,Autres villes
"La manouba, Douar Hicher",0.0,1995.0,Citroen,C15,14 février 2021,7800.0,Essence,4.0,Blanc,Autres,La manouba,Douar Hicher
"Tunis, Menzah",101000.0,2014.0,Fiat,500,16 février 2021,34000.0,Essence,4.0,Beige,Compacte,Tunis,Menzah
"Ben arous, Mégrine",180.0,2006.0,Ford,Fiesta,5 mars 2021,1300.0,Essence,5.0,Manuelle,1.2,Ben arous,Mégrine
"Tunis, Ettahrir",60000.0,2017.0,Kia,Sportage,27 février 2021,90000.0,Diesel,6.0,Blanc,4 x 4,Tunis,Ettahrir
"Bizerte, Autres villes",160.0,2018.0,Renault,Symbol,2 mars 2021,11111.0,Diesel,5.0,Manuelle,1.4,Bizerte,Autres villes
"Ben arous, Fouchana",650000.0,1982.0,Mercedes-Benz,207D,1 mars 2021,9000.0,Diesel,8.0,Vert,Berline,Ben arous,Fouchana
"Sousse, Autres villes",148.0,2014.0,Fiat,Grande Punto,12 mars 2021,24000.0,Essence,4.0,Manuelle,1.2,Sousse,Autres villes
"Jendouba, Autres villes",580000.0,1998.0,Ford,Escort,6 mars 2021,8000.0,Essence,6.0,Noir,Compacte,Jendouba,Autres villes
"Nabeul, Hammamet Centre",450000.0,2015.0,Volkswagen,Transporter,22 février 2021,43500.0,Diesel,7.0,Blanc,Autres,Nabeul,Hammamet Centre
"Tunis, Centre Ville - Lafayette",50000.0,2017.0,Suzuki,Celerio,14 février 2021,26700.0,Essence,4.0,Rouge,Compacte,Tunis,Centre Ville - Lafayette
"Sousse, Zaouit-Ksibat Thrayett",170000.0,1994.0,Volkswagen,Fox,7 mars 2021,6200.0,Essence,5.0,Vert,Berline,Sousse,Zaouit-Ksibat Thrayett
"Tunis, Le Bardo",1.0,1988.0,Renault,Super 5,4 mars 2021,6500.0,Essence,4.0,Autre,Autres,Tunis,Le Bardo
"Sidi bouzid, Sidi Bouzid Ouest",250000.0,2004.0,Renault,Megane,26 février 2021,16300.0,Essence,6.0,Noir,Autres,Sidi bouzid,Sidi Bouzid Ouest
"Tunis, Le Kram",59000.0,2015.0,BMW,Serie 5,16 février 2021,140000.0,Essence,9.0,Noir,Berline,Tunis,Le Kram
"Tunis, Autres villes",122120.0,2013.0,Volkswagen,Polo,9 mars 2021,29200.0,Essence,5.0,Gris,Berline,Tunis,Autres villes
"Tunis, Autres villes",0.0,1990.0,Opel,Kadett,12 mars 2021,3500.0,Essence,5.0,Manuelle,1.2,Tunis,Autres villes
"La manouba, Autres villes",11.0,2012.0,Peugeot,206+,13 février 2021,25700.0,Diesel,4.0,Blanc,Compacte,La manouba,Autres villes
"Monastir, Autres villes",320.0,2007.0,Renault,Megane,10 mars 2021,17500.0,Diesel,5.0,Bleu,Autres,Monastir,Autres villes
"Ben arous, Medina Jedida",330000.0,2007.0,Peugeot,Partner,26 février 2021,11680.0,Diesel,7.0,Blanc,Utilitaire,Ben arous,Medina Jedida
"Ben arous, Autres villes",82000.0,2016.0,Nissan,Qashqai,23 février 2021,68500.0,Essence,6.0,Noir,Berline,Ben arous,Autres villes
"Tunis, Autres villes",28900.0,1997.0,Peugeot,405,10 mars 2021,6000.0,Diesel,7.0,Gris,Autres,Tunis,Autres villes
"Tunis, Autres villes",200.0,2015.0,Citroen,C4,15 février 2021,49000.0,Essence,6.0,Marron,Compacte,Tunis,Autres villes
"Nabeul, Autres villes",280000.0,2015.0,Volkswagen,Caddy,8 mars 2021,37000.0,Diesel,5.0,Gris,Utilitaire,Nabeul,Autres villes
"Tunis, Autres villes",155000.0,2010.0,Volkswagen,Polo,12 mars 2021,1111.0,Essence,4.0,Noir,Berline,Tunis,Autres villes
"Tunis, Autres villes",215000.0,2007.0,Volkswagen,Passat,10 février 2021,32500.0,Diesel,6.0,Noir,Berline,Tunis,Autres villes
"Ariana, Ariana",60000.0,2015.0,Toyota,Yaris,18 février 2021,36000.0,Essence,5.0,Gris,Berline,Ariana,Ariana
"Tunis, Menzah",185.0,2008.0,BMW,Serie 3,28 février 2021,34000.0,Essence,122.0,Noir,Berline,Tunis,Menzah
"Médenine, Djerba-Houmt Souk",138.0,2013.0,Peugeot,Partner,17 février 2021,28500.0,Diesel,5.0,Blanc,Autres,Médenine,Djerba-Houmt Souk
"Tunis, Le Bardo",210000.0,2000.0,Peugeot,406,27 février 2021,15000.0,Essence,7.0,Bleu,Berline,Tunis,Le Bardo
"Tunis, Autres villes",300.0,1984.0,Peugeot,205,11 mars 2021,5700.0,Essence,4.0,Bleu,Berline,Tunis,Autres villes
"Tunis, Autres villes",110.0,2010.0,Citroen,C4 Picasso,13 mars 2021,23000.0,Essence,7.0,Noir,Autres,Tunis,Autres villes
"Mahdia, Mahdia",125000.0,2014.0,Citroen,C4,21 février 2021,32000.0,Essence,6.0,Marron,Compacte,Mahdia,Mahdia
"Monastir, Autres villes",280.0,2010.0,Renault,Symbol,8 février 2021,22000.0,Essence,5.0,Camel,Berline,Monastir,Autres villes
"Nabeul, Autres villes",127000.0,2015.0,Volkswagen,Golf 7,16 février 2021,65500.0,Essence,5.0,Noir,Berline,Nabeul,Autres villes
"Bizerte, Bizerte Nord",82000.0,2015.0,Kia,Sorento,17 février 2021,105000.0,Diesel,12.0,Automatique,2.2,Bizerte,Bizerte Nord
"Siliana, Bargou",250.0,1997.0,Peugeot,106,22 février 2021,9500.0,Essence,4.0,Noir,Compacte,Siliana,Bargou
"Tunis, Le Bardo",210000.0,2010.0,Renault,Laguna,7 mars 2021,32000.0,Diesel,9.0,Noir,RS,Tunis,Le Bardo
"Tunis, Autres villes",6500.0,2020.0,Renault,Clio,16 février 2021,43000.0,Essence,5.0,Noir,Berline,Tunis,Autres villes
"Sousse, Sousse Riadh",250000.0,2009.0,Volkswagen,Tiguan,25 février 2021,52000.0,Diesel,9.0,Gris,4 x 4,Sousse,Sousse Riadh
"Tunis, Autres villes",500.0,2004.0,Peugeot,206,7 février 2021,11000.0,Diesel,5.0,Bleu,Manuelle,Tunis,Autres villes
"Ben arous, Ben arous",200000.0,1993.0,Citroen,ZX,12 février 2021,9000.0,Essence,5.0,Rouge,Utilitaire,Ben arous,Ben arous
"Tunis, L'aouina",134000.0,2015.0,Peugeot,Partner,12 mars 2021,47000.0,Diesel,5.0,Gris,Berline,Tunis,L'aouina
"Ben arous, El Mourouj",150000.0,2011.0,Citroen,Berlingo,13 février 2021,23200.0,Diesel,6.0,Gris,Monospace,Ben arous,El Mourouj
"Ariana, Ennasr",63000.0,2015.0,Peugeot,2008,27 février 2021,47200.0,Essence,5.0,Blanc,Berline,Ariana,Ennasr
"Ben arous, Ben arous",190000.0,2007.0,Renault,Megane,19 février 2021,22000.0,Essence,7.0,Noir,Compacte,Ben arous,Ben arous
"Bizerte, Bizerte",165.0,2010.0,Citroen,Nemo,13 mars 2021,23000.0,Diesel,6.0,Blanc,Utilitaire,Bizerte,Bizerte
"Tataouine, Tataouine",70000.0,2016.0,Isuzu,D-MAX,10 février 2021,45000.0,Diesel,10.0,Blanc,Pick up,Tataouine,Tataouine
"Tunis, L'aouina",111111.0,1990.0,Volkswagen,Golf 2,10 mars 2021,5500.0,Diesel,5.0,Manuelle,1.7,Tunis,L'aouina
"Ben arous, Boumhel",180.0,2007.0,Peugeot,307 SW,13 mars 2021,28000.0,Diesel,6.0,Gris,Berline,Ben arous,Boumhel
"Tunis, Autres villes",112000.0,2010.0,mini,Cooper,16 février 2021,36000.0,Essence,5.0,Manuelle,1.4,Tunis,Autres villes
"Sousse, Kantaoui",108000.0,2014.0,Volkswagen,Golf 7,24 février 2021,45000.0,Essence,5.0,Noir,Compacte,Sousse,Kantaoui
"Tunis, Autres villes",4000.0,2020.0,Toyota,Corolla,5 mars 2021,68000.0,Essence,6.0,Rouge,Autres,Tunis,Autres villes
"Médenine, Djerba-Houmt Souk",76000.0,2019.0,Kia,Rio,6 mars 2021,48000.0,Essence,5.0,Bleu,Compacte,Médenine,Djerba-Houmt Souk
"Le kef, Dahmani",70.0,2008.0,Citroen,Nemo,9 mars 2021,18000.0,Diesel,6.0,Blanc,Utilitaire,Le kef,Dahmani
"Tunis, Menzah",180000.0,2013.0,Peugeot,508,9 mars 2021,42000.0,Essence,7.0,Automatique,1.6,Tunis,Menzah
"Sousse, Sahloul",167000.0,2004.0,Renault,Megane,11 mars 2021,15000.0,Diesel,5.0,Blanc,Autres,Sousse,Sahloul
"Tunis, Autres villes",280000.0,2003.0,Toyota,RAV 4,18 février 2021,25000.0,Diesel,8.0,Gris,4 x 4,Tunis,Autres villes
"Tunis, Autres villes",140.0,2016.0,Ford,Fiesta,5 mars 2021,31500.0,Essence,5.0,Blanc,Compacte,Tunis,Autres villes
"Siliana, Autres villes",151423.0,2004.0,Volkswagen,Passat,16 février 2021,22500.0,Diesel,7.0,Gris,Avec kilométrage,Siliana,Autres villes
"Tunis, Menzah",72000.0,2009.0,Ford,Mondeo,12 mars 2021,35500.0,Essence,8.0,Gris,Berline,Tunis,Menzah
"Bizerte, Autres villes",153.0,2012.0,Ford,Fiesta,12 mars 2021,23500.0,Essence,5.0,Bleu,Berline,Bizerte,Autres villes
"Tunis, Le Bardo",28000.0,2020.0,Renault,Clio,23 février 2021,55000.0,Essence,5.0,Noir,Compacte,Tunis,Le Bardo
"Ariana, La Soukra",21000.0,2020.0,Hyundai,I 20,28 février 2021,47500.0,Essence,5.0,Noir,Berline,Ariana,La Soukra
"Ariana, Mnihla",120000.0,1996.0,BMW,M3,13 février 2021,16000.0,Diesel,4.0,Noir,Berline,Ariana,Mnihla
"Sousse, Autres villes",204800.0,2008.0,Volkswagen,Passat,7 mars 2021,28500.0,Diesel,6.0,Autre,Compacte,Sousse,Autres villes
"Jendouba, Autres villes",172.0,2010.0,Renault,Symbol,10 février 2021,22500.0,Essence,5.0,Manuelle,1.4,Jendouba,Autres villes
"Ariana, Ariana",77000.0,2016.0,Ford,Fusion,3 mars 2021,28000.0,Essence,9.0,Noir,Berline,Ariana,Ariana
"Gabès, Gabès Sud",165.0,2017.0,Volkswagen,Polo,1 mars 2021,32500.0,Essence,5.0,Gris,Berline,Gabès,Gabès Sud
"Monastir, Autres villes",111111.0,2002.0,Opel,Corsa,13 mars 2021,13000.0,Essence,4.0,Vert,Compacte,Monastir,Autres villes
"Sfax, Autres villes",110000.0,2011.0,Peugeot,Partner,5 mars 2021,26500.0,Essence,6.0,Blanc,Berline,Sfax,Autres villes
"Tunis, Autres villes",190454.0,2011.0,Peugeot,207,24 février 2021,24500.0,Essence,6.0,Gris,Compacte,Tunis,Autres villes
"Béja, Medjez el-Bab",400000.0,1993.0,Peugeot,504,13 mars 2021,9600.0,Diesel,9.0,Beige,Autres,Béja,Medjez el-Bab
"Mahdia, Mahdia",213000.0,2001.0,Volkswagen,Caddy,7 mars 2021,9800.0,Diesel,8.0,Vert,Berline,Mahdia,Mahdia
"Kairouan, Hajeb El Ayoun",166000.0,2006.0,Fiat,Siena,18 février 2021,16000.0,Essence,5.0,Gris,Berline,Kairouan,Hajeb El Ayoun
"Tunis, Autres villes",15000.0,1984.0,Ford,Capri,9 mars 2021,2800.0,Essence,1985.0,Manuelle,1.2,Tunis,Autres villes
"Ben arous, Mégrine",260.0,2000.0,Autres,Autres,2 mars 2021,15500.0,Essence,4.0,Gris,Autres,Ben arous,Mégrine
"Mahdia, Mahdia",20.0,2005.0,Renault,Clio,24 février 2021,15000.0,Diesel,7.0,Noir,Manuelle,Mahdia,Mahdia
"Tunis, Autres villes",29000.0,2019.0,Volkswagen,Polo,14 mars 2021,45000.0,Essence,5.0,Nouveau,Manuelle,Tunis,Autres villes
"Nabeul, Grombalia",150000.0,2009.0,Nissan,Almera,9 mars 2021,22000.0,Diesel,7.0,Blanc,Autres,Nabeul,Grombalia
"Tunis, Autres villes",0.0,2006.0,Ford,Fiesta,27 février 2021,19500.0,Essence,0.0,Autre,Manuelle,Tunis,Autres villes
"Tunis, Autres villes",0.0,2008.0,Isuzu,Landwind,17 février 2021,23000.0,Diesel,0.0,Bleu,Autres,Tunis,Autres villes
"Tunis, Autres villes",268.0,2019.0,Volkswagen,Polo,24 février 2021,26000.0,Diesel,6.0,Jaune,Berline,Tunis,Autres villes
"Tunis, Autres villes",195000.0,2009.0,Fiat,Punto,10 mars 2021,19500.0,Essence,5.0,Avec kilométrage,Manuelle,Tunis,Autres villes
"Sfax, Sfax",200000.0,1999.0,Mercedes-Benz,Classe A,25 février 2021,20000.0,Essence,7.0,Gris,Avec kilométrage,Sfax,Sfax
"Sousse, Hammam Sousse",206.0,2006.0,Porsche,Cayenne,1 mars 2021,58000.0,Essence,19.0,Noir,4 x 4,Sousse,Hammam Sousse
"Tunis, Autres villes",250.0,2004.0,Renault,Megane,10 février 2021,16700.0,Diesel,5.0,Gris,Compacte,Tunis,Autres villes
"Nabeul, Hammamet",198.0,2002.0,Opel,Corsa,6 mars 2021,13500.0,Essence,5.0,Blanc,Berline,Nabeul,Hammamet
"Sfax, Autres villes",250000.0,1999.0,Citroen,Saxo,9 février 2021,11500.0,Essence,4.0,Vert,Berline,Sfax,Autres villes
"Médenine, Autres villes",152000.0,2010.0,Kia,Rio,6 mars 2021,20000.0,Essence,6.0,Argent,Compacte,Médenine,Autres villes
"Tunis, La Marsa",128000.0,2012.0,Citroen,C3,6 mars 2021,27000.0,Essence,5.0,Blanc,Compacte,Tunis,La Marsa
"Tunis, Autres villes",340000.0,2011.0,Ssangyong,Actyon,9 mars 2021,25000.0,Diesel,7.0,Blanc,Pick up,Tunis,Autres villes
"Nabeul, Autres villes",183000.0,2005.0,Ford,Fiesta,11 mars 2021,15500.0,Essence,5.0,Noir,Compacte,Nabeul,Autres villes
"Kasserine, Sbeïtla",166.0,2017.0,Isuzu,D-MAX,5 mars 2021,49500.0,Diesel,10.0,Blanc,Monospace,Kasserine,Sbeïtla
"Ben arous, Radès",1000.0,1985.0,Opel,Astra,5 mars 2021,6000.0,Diesel,5.0,Blanc,Autres,Ben arous,Radès
"Bizerte, Tinja",199.0,2009.0,Volkswagen,Passat,13 février 2021,33000.0,Diesel,8.0,Gris,Avec kilométrage,Bizerte,Tinja
"Kasserine, Kasserine",194000.0,2012.0,Mazda,CX-5,3 mars 2021,62000.0,Essence,9.0,Noir,4 x 4,Kasserine,Kasserine
"Tunis, Centre Ville - Lafayette",293000.0,2007.0,Audi,A4,22 février 2021,24500.0,Diesel,7.0,Bleu,Berline,Tunis,Centre Ville - Lafayette
"Sousse, Kantaoui",200000.0,2008.0,Peugeot,407,24 février 2021,20500.0,Diesel,6.0,Noir,Berline,Sousse,Kantaoui
"Nabeul, Nabeul",142000.0,2017.0,Isuzu,Landwind,11 mars 2021,62000.0,Diesel,17.0,Blanc,Compacte,Nabeul,Nabeul
"Kairouan, Autres villes",200.0,1998.0,Renault,Kangoo,10 mars 2021,6600.0,Diesel,7.0,Blanc,Autres,Kairouan,Autres villes
"Sousse, Autres villes",300.0,2006.0,Renault,12,28 février 2021,10200.0,Diesel,15.0,Noir,Compacte,Sousse,Autres villes
"Ariana, Jardins D'el Menzah",60000.0,2015.0,Fiat,Panda,13 mars 2021,26000.0,Essence,4.0,Blanc,Compacte,Ariana,Jardins D'el Menzah
"Sousse, Sousse Médina",200000.0,2003.0,Opel,Astra,11 mars 2021,19000.0,Essence,5.0,Gris,Berline,Sousse,Sousse Médina
"Ben arous, Ezzahra",180000.0,2012.0,Citroen,C4 Picasso,4 mars 2021,35000.0,Diesel,6.0,Blanc,Nouveau,Ben arous,Ezzahra
"Sfax, Autres villes",392000.0,2001.0,Mercedes-Benz,220,12 février 2021,21550.0,Diesel,7.0,Gris,Berline,Sfax,Autres villes
"Tunis, El Omrane supérieur",250.0,1990.0,Renault,Super 5,2 mars 2021,7500.0,Essence,4.0,Rouge,Compacte,Tunis,El Omrane supérieur
"Gafsa, Autres villes",170000.0,2008.0,Fiat,Punto,10 mars 2021,16000.0,Essence,5.0,Rouge,Avec kilométrage,Gafsa,Autres villes
"Tunis, Autres villes",200.0,2004.0,Renault,Clio,13 mars 2021,14300.0,Diesel,6.0,Blanc,Compacte,Tunis,Autres villes
"Tunis, Le Bardo",260.0,2011.0,Citroen,Berlingo,7 mars 2021,20500.0,Diesel,6.0,Gris,Autres,Tunis,Le Bardo
"Tunis, Autres villes",500000.0,1980.0,Peugeot,504,9 février 2021,4500.0,Diesel,8.0,Bleu,Berline,Tunis,Autres villes
"Tunis, Autres villes",270.0,2000.0,Peugeot,306,11 mars 2021,122223.0,Diesel,6.0,Blanc,Compacte,Tunis,Autres villes
"Tunis, La Marsa",1111.0,1983.0,BMW,Serie 7,27 février 2021,90000.0,Essence,20.0,Gris,Berline,Tunis,La Marsa
"Tunis, Autres villes",200.0,2005.0,Renault,Megane,18 février 2021,14000.0,Diesel,5.0,Noir,Manuelle,Tunis,Autres villes
"Ariana, Ariana Ville",80000.0,2015.0,Seat,Ibiza,20 février 2021,31500.0,Essence,5.0,Noir,Autres,Ariana,Ariana Ville
"Monastir, Autres villes",186.0,2010.0,Renault,Symbol,9 mars 2021,21500.0,Essence,4.0,Noir,Nouveau,Monastir,Autres villes
"Monastir, Ksar Hellal",200000.0,2000.0,Renault,Kangoo,11 mars 2021,8200.0,Diesel,5.0,Manuelle,1.5,Monastir,Ksar Hellal
"Sfax, Sfax Médina",18500.0,2017.0,BYD,F1,22 février 2021,43000.0,Essence,7.0,Gris,4 x 4,Sfax,Sfax Médina
"Béja, Béja Nord",180000.0,1999.0,Ford,Bedford,24 février 2021,8000.0,Essence,5.0,Gris,Compacte,Béja,Béja Nord
"Sousse, Autres villes",166000.0,2012.0,Mercedes-Benz,Classe B,11 février 2021,62000.0,Diesel,7.0,Blanc,Automatique,Sousse,Autres villes
"Monastir, Monastir",250000.0,2011.0,Kia,Cerato,15 février 2021,31500.0,Essence,7.0,Noir,Avec kilométrage,Monastir,Monastir
"Tunis, Autres villes",29800.0,2018.0,Ssangyong,Actyon,14 février 2021,60000.0,Essence,7.0,Gris,Autres,Tunis,Autres villes
"Gafsa, Autres villes",200.0,2012.0,Fiat,Grande Punto,13 mars 2021,18000.0,Essence,10.0,Noir,Autres,Gafsa,Autres villes
"Bizerte, Autres villes",190000.0,2010.0,Kia,Cerato,6 mars 2021,27000.0,Essence,7.0,Marron,Berline,Bizerte,Autres villes
"Tunis, La Marsa",270000.0,2001.0,Peugeot,206,18 février 2021,14800.0,Essence,4.0,Noir,Compacte,Tunis,La Marsa
"Ben arous, El Mourouj",138.0,2015.0,Peugeot,Bipper,13 février 2021,21500.0,Diesel,5.0,Doré,Autres,Ben arous,El Mourouj
"Sfax, Autres villes",300000.0,2008.0,Mitsubishi,L200,15 février 2021,27000.0,Diesel,10.0,Blanc,4 x 4,Sfax,Autres villes
"Ben arous, Medina Jedida",0.0,1997.0,Audi,A4,11 mars 2021,15500.0,Diesel,5.0,Marron,Berline,Ben arous,Medina Jedida
"Tunis, Autres villes",152900.0,2009.0,Renault,Grand Modus,11 mars 2021,21000.0,Essence,5.0,Rouge,Autres,Tunis,Autres villes
"Gabès, Autres villes",200000.0,2004.0,Renault,Kangoo,1 mars 2021,4000.0,Diesel,6.0,Blanc,Autres,Gabès,Autres villes
"Monastir, Monastir",104.0,2017.0,Renault,Clio,26 février 2021,35500.0,Essence,4.0,Blanc,4 x 4,Monastir,Monastir
"Jendouba, Autres villes",466000.0,2000.0,Volkswagen,Golf 4,3 mars 2021,20500.0,Diesel,7.0,Bleu,Compacte,Jendouba,Autres villes
"Ben arous, Autres villes",9999.0,1995.0,Renault,R19,24 février 2021,7600.0,Diesel,6.0,Bleu,Berline,Ben arous,Autres villes
"Sousse, Sousse",81000.0,2017.0,Ford,Focus,18 février 2021,45000.0,Essence,7.0,Gris,Berline,Sousse,Sousse
"Tunis, Le Kram",0.0,1990.0,Opel,Kadett,7 février 2021,6900.0,Diesel,5.0,Gris,Manuelle,Tunis,Le Kram
"Ariana, Ariana",183000.0,2007.0,Citroen,C2,24 février 2021,18000.0,Essence,5.0,Gris,Berline,Ariana,Ariana
"Ben arous, El Mourouj",273000.0,2009.0,Ford,Focus,10 février 2021,25000.0,Essence,6.0,Argent,Berline,Ben arous,El Mourouj
"Nabeul, Nabeul",200000.0,1998.0,Mercedes-Benz,Sprinter,7 mars 2021,19800.0,Diesel,12.0,Blanc,Utilitaire,Nabeul,Nabeul
"La manouba, Autres villes",82000.0,2016.0,Kia,Rio,20 février 2021,34500.0,Essence,5.0,Noir,Berline,La manouba,Autres villes
"La manouba, Denden",194700.0,2013.0,Citroen,C4,16 février 2021,37900.0,Diesel,6.0,Gris,Compacte,La manouba,Denden
"Ben arous, Ezzahra",185000.0,2012.0,Chevrolet,Cruze,4 mars 2021,28000.0,Essence,7.0,Rouge,Berline,Ben arous,Ezzahra
"Tunis, Autres villes",300000.0,1992.0,Ford,Fiesta,13 mars 2021,3500.0,Essence,4.0,Bleu,Compacte,Tunis,Autres villes
"Mahdia, El Jem",200000.0,1990.0,Fiat,Uno,27 février 2021,9500.0,Essence,5.0,Manuelle,&gt;4.0,Mahdia,El Jem
"Tunis, Cité El Khadra",182000.0,1999.0,Citroen,Saxo,3 mars 2021,8200.0,Essence,4.0,Gris,Compacte,Tunis,Cité El Khadra
"Ben arous, Autres villes",50000.0,2009.0,Citroen,C4,13 mars 2021,25000.0,Diesel,6.0,Blanc,Compacte,Ben arous,Autres villes
"Sfax, Autres villes",165000.0,2010.0,Citroen,DS3,13 mars 2021,26000.0,Essence,6.0,Avec kilométrage,Manuelle,Sfax,Autres villes
"La manouba, Autres villes",356000.0,2007.0,Peugeot,Partner,13 mars 2021,14900.0,Diesel,14900.0,Blanc,Autres,La manouba,Autres villes
"Ariana, Jardins D'el Menzah",154.0,2008.0,Mitsubishi,Lancer,7 février 2021,21500.0,Essence,6.0,Gris,Utilitaire,Ariana,Jardins D'el Menzah
"Tunis, Autres villes",170000.0,2010.0,Autres,Autres,9 mars 2021,21500.0,Essence,5.0,Noir,Autres,Tunis,Autres villes
"Bizerte, Autres villes",290000.0,2011.0,Dacia,Logan,15 février 2021,13800.0,Diesel,6.0,Gris,Berline,Bizerte,Autres villes
"Zaghouan, Autres villes",150000.0,2012.0,Peugeot,308,1 mars 2021,28000.0,Essence,6.0,Blanc,Berline,Zaghouan,Autres villes
"Tunis, Autres villes",127000.0,2017.0,Peugeot,301,28 février 2021,25000.0,Essence,5.0,Noir,Avec kilométrage,Tunis,Autres villes
"Ariana, Autres villes",297.0,2010.0,Volkswagen,Golf 6,3 mars 2021,35000.0,Diesel,5.0,Manuelle,1.6,Ariana,Autres villes
"Mahdia, Autres villes",130000.0,2015.0,Fiat,Doblo,7 mars 2021,17000.0,Diesel,5.0,Blanc,Utilitaire,Mahdia,Autres villes
"Sfax, Sfax",88000.0,2017.0,Dacia,Sandero,6 mars 2021,28500.0,Essence,5.0,Noir,Compacte,Sfax,Sfax
"Tunis, Centre Ville - Lafayette",158000.0,2014.0,Opel,Astra,27 février 2021,38500.0,Essence,8.0,Noir,Berline,Tunis,Centre Ville - Lafayette
